sampleId,locality,country,city,collectionDate,lat,long,season,type,continent,set,nFlies,SRA_accession,SRA_experiment,Model,collector,sampleType,year,yday,stationId,dist_km,In(2L)t,In(2R)Ns,In(3L)P,In(3R)C,In(3R)K,In(3R)Mo,In(3R)Payne,status,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,tmin1,tmin2,tmin3,tmin4,tmin5,tmin6,tmin7,tmin8,tmin9,tmin10,tmin11,tmin12,tmax1,tmax2,tmax3,tmax4,tmax5,tmax6,tmax7,tmax8,tmax9,tmax10,tmax11,tmax12,prec1,prec2,prec3,prec4,prec5,prec6,prec7,prec8,prec9,prec10,prec11,prec12,propSimNorm,sex
PT_Rec_14_33,PT_Rec,Portugal,Recarei,2014/09/26,41.15,-8.41,fall,pooled,Europe,DrosEU,40,SRR5647770,SRX2885338,NextSeq 500,Jorge_Vieira,wild,2014,269,POM00008548,111.152783434578,0.17,0.05,0.05,0.05,0,0.04,0.13,Keep,145,94,44,4184,259,46,213,99,197,198,91,1161,157,14,52,469,78,96,448,46,50,74,87,109,135,148,147,137,109,77,53,128,139,160,182,199,234,258,259,242,207,160,131,157,135,94,107,87,43,14,21,61,130,156,156,0.0252732885235013,male
PT_Rec_15_16,PT_Rec,Portugal,Recarei,2015/09/01,41.15,-8.41,fall,pooled,Europe,DrosEU,40,SRR8439150,SRX5246558,HiSeq X Ten,Jorge_Vieira,wild,2015,244,POM00008548,111.152783434578,0.12,0.05,0.09,0.03,0,0.05,0.13,Keep,145,94,44,4184,259,46,213,99,197,198,91,1161,157,14,52,469,78,96,448,46,50,74,87,109,135,148,147,137,109,77,53,128,139,160,182,199,234,258,259,242,207,160,131,157,135,94,107,87,43,14,21,61,130,156,156,0.639584706807883,male
PT_Rec_16_18,PT_Rec,Portugal,Recarei,2016/10/01,41.15,-8.41,fall,pooled,Europe,DrosEU,40,SRR8494457,SRX5299010,HiSeq X Ten,Jorge_Vieira,wild,2016,275,POM00008548,111.152783434578,0.31,0.02,0.14,0.05,0.01,0.01,0.12,Keep,145,94,44,4184,259,46,213,99,197,198,91,1161,157,14,52,469,78,96,448,46,50,74,87,109,135,148,147,137,109,77,53,128,139,160,182,199,234,258,259,242,207,160,131,157,135,94,107,87,43,14,21,61,130,156,156,0.126243021344562,male
RAL,RAL,United States,Raleigh NC,2003,35.76,-78.66,NA,inbred_line,North_America,dgn,205,NA,NA,NA,T._Mackay,NA,2003,NA,USC00317074,4.02505119827495,0.12,0.04,0.01,0.01,0.02,0.11,0.02,Keep,154,126,37,7540,317,-15,332,249,108,249,54,1142,118,76,13,331,246,331,278,-15,-3,38,82,132,177,199,195,157,89,43,2,102,121,169,225,264,300,317,310,280,225,175,120,95,97,103,76,106,100,118,113,88,79,81,86,NA,female
RG,RG,Rwanda,Gikongoro,2008/12,-2.49,28.92,NA,haploid_embryo,Africa,dgn,27,NA,NA,NA,J._Pool,NA,2008,NA,RWM00064387,147.326109601773,0.11,0.04,0,0.02,0,0,0.14,Keep,181,103,81,304,246,119,127,180,179,184,177,1517,185,20,46,525,98,318,167,131,130,131,133,135,126,119,126,130,130,129,130,231,230,231,226,225,227,236,246,244,234,229,229,152,157,183,185,111,36,20,42,116,160,180,175,NA,female
RS_Kal_16_28,RS_Kal,Serbia,Kalna,2016/06/30,43.4,22.42,spring,pooled,Europe,DrosEU,40,SRR8494479,SRX5298988,HiSeq X Ten,Marina_Stamenkovic,wild,2016,182,RIE00100814,42.7985935792149,0.07,0.01,0.01,0.02,0,0.01,0,Keep,98,100,32,7251,260,-44,304,171,17,188,2,624,73,41,20,201,128,175,138,-44,-26,5,43,87,118,131,129,96,57,10,-20,23,47,102,151,198,235,258,260,224,163,83,36,43,41,44,52,72,73,56,46,44,43,56,54,0.0038468854582087,male
RS_Kal_16_29,RS_Kal,Serbia,Kalna,2016/09/13,43.4,22.42,fall,pooled,Europe,DrosEU,40,SRR8494471,SRX5298996,HiSeq X Ten,Marina_Stamenkovic_(Sonja),wild,2016,257,RIE00100814,42.7985935792149,0.13,0.03,0.04,0.04,0,0.03,0,Keep,98,100,32,7251,260,-44,304,171,17,188,2,624,73,41,20,201,128,175,138,-44,-26,5,43,87,118,131,129,96,57,10,-20,23,47,102,151,198,235,258,260,224,163,83,36,43,41,44,52,72,73,56,46,44,43,56,54,0.00448878853744744,male
RS_Sla_16_30,RS_Sla,Serbia,Slankamen. Vinogradi,2016/06/18,45.15,20.18,spring,pooled,Europe,DrosEU,40,SRR8494473,SRX5298994,HiSeq X Ten,Marina_Stamenkovic_(Marija_T),wild,2016,170,RIE00111909,32.9455385615677,0.07,0.05,0.03,0.05,0,0.01,0,Keep,113,98,31,7583,275,-32,307,190,25,206,12,640,81,41,22,213,127,196,145,-32,-23,13,61,106,139,152,149,114,69,28,-8,29,54,111,169,218,252,275,275,238,176,99,52,42,44,41,51,68,81,64,51,45,41,53,59,0.00382911950614155,male
RS_Sla_16_31,RS_Sla,Serbia,Slankamen. Vinogradi,2016/09/09,45.15,20.18,fall,pooled,Europe,DrosEU,40,SRR8494474,SRX5298993,HiSeq X Ten,Marina_Stamenkovic_(Marija_T),wild,2016,253,RIE00111909,32.9455385615677,0.08,0.02,0.03,0.01,0,0.01,0,Keep,113,98,31,7583,275,-32,307,190,25,206,12,640,81,41,22,213,127,196,145,-32,-23,13,61,106,139,152,149,114,69,28,-8,29,54,111,169,218,252,275,275,238,176,99,52,42,44,41,51,68,81,64,51,45,41,53,59,0.00416122679993996,male
RU_Ale_15_55,RU_Ale,Russia,Alexandrov,2015/09/15,56.41472,38.71611,fall,pooled,Europe,DrosEU,40,SRR8439141,SRX5246567,HiSeq X Ten,elena_pasyukova,wild,2015,258,RSE00149340,32.1827935660095,0.11,0.01,0.01,0,0,0.02,0,Keep,43,80,21,10121,233,-135,368,170,-77,170,-89,630,91,27,33,227,93,227,113,-135,-128,-72,9,70,112,132,115,66,14,-47,-99,-71,-56,2,97,177,218,233,214,151,74,0,-44,38,28,27,42,51,70,91,66,59,59,52,47,0.00355994022978083,male
RU_Ale_16_22,RU_Ale,Russia,Alexandrov,2016/10/15,56.41472,38.71611,fall,pooled,Europe,DrosEU,40,SRR8494476,SRX5298991,HiSeq X Ten,Elena_Pasyukova,wild,2016,289,RSE00149340,32.1827935660095,0.21,0.12,0.02,0.03,0,0.05,0.02,Keep,43,80,21,10121,233,-135,368,170,-77,170,-89,630,91,27,33,227,93,227,113,-135,-128,-72,9,70,112,132,115,66,14,-47,-99,-71,-56,2,97,177,218,233,214,151,74,0,-44,38,28,27,42,51,70,91,66,59,59,52,47,0.00394827978605194,male
RU_Val_14_51,RU_Val,Russia,Valday,2014/08/17,57.9788789,33.243615,spring,pooled,Europe,DrosEU,40,SRR5647741,SRX2885367,NextSeq 500,Elena_Pasyukova,wild,2014,229,RSM00026285,50.2121774505372,0.19,0.02,0.01,0.02,0,0.01,0.06,Exclude,34,88,24,9476,220,-138,358,155,-38,155,-88,704,85,31,30,241,109,241,124,-138,-136,-97,-17,42,90,110,99,53,13,-45,-96,-64,-54,-3,81,161,209,220,203,140,74,2,-38,42,31,37,41,56,74,85,82,70,75,60,51,0.00706437152100205,male
RU_Val_16_19,RU_Val,Russia,Valday,2016/08/23,58.02444,33.235277,spring,pooled,Europe,DrosEU,40,SRR8494449,SRX5299018,HiSeq X Ten,Elena_Pasyukova,wild,2016,236,RSM00026285,50.2121774505372,0.16,0.01,0.06,0.01,0,0.01,0.01,Keep,34,88,24,9482,220,-138,358,155,-38,155,-88,707,86,31,30,242,109,242,124,-138,-136,-97,-17,43,90,110,99,53,13,-45,-96,-64,-54,-3,81,162,208,220,203,140,74,2,-38,42,31,37,41,56,74,86,82,70,76,61,51,0.00406851948780907,male
RU_Val_16_20,RU_Val,Russia,Valday,2016/09/29,58.02444,33.235277,fall,pooled,Europe,DrosEU,40,SRR8494450,SRX5299017,HiSeq X Ten,Elena_Pasyukova,wild,2016,273,RSM00026285,50.2121774505372,0.06,0.08,0,0.01,0,0.02,0,Keep,34,88,24,9482,220,-138,358,155,-38,155,-88,707,86,31,30,242,109,242,124,-138,-136,-97,-17,43,90,110,99,53,13,-45,-96,-64,-54,-3,81,162,208,220,203,140,74,2,-38,42,31,37,41,56,74,86,82,70,76,61,51,0.00388995156641555,male
RU_Val_16_21,RU_Val,Russia,Valday,2016/10/24,58.02444,33.235277,fall,pooled,Europe,DrosEU,40,SRR8494477,SRX5298990,HiSeq X Ten,Elena_Pasyukova,wild,2016,298,RSM00026285,50.2121774505372,0.07,0.01,0,0.01,0,0.02,0,Keep,34,88,24,9482,220,-138,358,155,-38,155,-88,707,86,31,30,242,109,242,124,-138,-136,-97,-17,43,90,110,99,53,13,-45,-96,-64,-54,-3,81,162,208,220,203,140,74,2,-38,42,31,37,41,56,74,86,82,70,76,61,51,0.00372160737686414,male
RU_tul_15_37,RU_tul,Russia,tula,2015/09/20,53.99778,38.13167,fall,pooled,Europe,DrosEU,40,SRR8439159,SRX5246549,HiSeq X Ten,elena_pasyukova,wild,2015,263,RSM00027719,42.6406254374529,0.23,0.01,0.02,0.01,0,0.01,0.02,Keep,47,85,22,10332,238,-134,372,175,-78,175,-87,609,84,29,31,222,96,222,112,-134,-130,-74,15,76,115,131,117,68,15,-45,-94,-67,-57,-4,104,189,227,238,226,165,85,6,-37,38,29,29,41,49,71,84,67,56,51,49,45,0.00370245825822479,male
RU_val_15_36,RU_val,Russia,valday,2015/08/23,58.024,33.23528,spring,pooled,Europe,DrosEU,40,SRR8439160,SRX5246548,HiSeq X Ten,elena_pasyukova,wild,2015,235,RSM00026285,49.4274696935413,0.22,0.03,0,0.06,0,0.01,0,Keep,34,88,24,9482,220,-138,358,155,-38,155,-88,707,86,31,30,242,109,242,124,-138,-136,-97,-17,43,90,110,99,53,13,-45,-96,-64,-54,-3,81,162,208,220,203,140,74,2,-38,42,31,37,41,56,74,86,82,70,76,61,51,0.00372623586887339,male
RU_val_15_38,RU_val,Russia,valday,2015/10/05,58.024,33.23528,fall,pooled,Europe,DrosEU,40,SRR8439158,SRX5246550,HiSeq X Ten,elena_pasyukova,wild,2015,278,RSM00026285,49.4274696935413,0.16,0.05,0,0.07,0,0.01,0,Keep,34,88,24,9482,220,-138,358,155,-38,155,-88,707,86,31,30,242,109,242,124,-138,-136,-97,-17,43,90,110,99,53,13,-45,-96,-64,-54,-3,81,162,208,220,203,140,74,2,-38,42,31,37,41,56,74,86,82,70,76,61,51,0.00349011659514122,male
SB,SB,South Africa,Barkly East,2011/12,-30.97,27.59,NA,haploid_embryo,Africa,dgn,5,NA,NA,NA,J._Pool,NA,2011,NA,SF001771780,4.21197458795551,0.4,0.01,0.01,0.01,0,0,0,Keep,124,143,52,4428,256,-17,273,171,64,177,64,647,92,14,54,267,50,260,60,105,109,89,53,18,-10,-17,8,35,61,79,97,256,249,222,187,148,120,130,159,185,212,230,249,90,92,85,56,28,18,14,18,32,61,75,78,NA,female
SC_eu_10_spring,SC_eu,USA,Eutawville,2010/07/15,33.39,-80.34,spring,pooled,NorthAmerica,DrosRTEC,48,SRR1525696,SRX661835,Illumina HiSeq 2000,P._Schmidt_lab,5gen_lab,2010,196,USC00384205,10.8770582659361,0.26,0.01,0.01,0.01,0.06,0,0.06,Keep,177,132,41,6782,330,12,318,261,135,261,86,1227,144,60,25,423,221,423,279,12,26,65,103,148,188,208,205,176,111,63,26,139,161,205,250,287,316,330,323,296,250,204,157,97,96,109,77,104,135,144,144,100,75,60,86,0.00535279412683221,male
SD,SD,South Africa,Dullstroom,2011/12,-25.42,30.1,NA,inbred_line,Africa,dgn,76,NA,NA,NA,J._Pool,NA,2011,NA,SF005547860,51.2189890058862,0.31,0.11,0,0.03,0.25,0,0.11,Keep,132,133,61,3106,221,4,217,161,87,164,87,889,171,11,75,453,40,445,40,112,111,96,69,34,4,7,23,53,79,95,106,221,220,213,198,178,154,156,180,208,217,214,220,171,128,98,37,22,14,11,15,38,73,136,146,NA,female
SE_Lun_14_30,SE_Lun,Sweden,Lund,2014/07/31,55.694,13.198,spring,pooled,Europe,DrosEU,40,SRR5647735,SRX2885373,NextSeq 500,Jessica_Abbott,wild,2014,212,SWE00137534,15.7543377970708,0.16,0.03,0.01,0.04,0.02,0.01,0.02,Keep,79,61,26,6160,202,-27,229,153,25,160,5,645,67,34,22,197,113,185,152,-23,-27,-8,24,72,112,131,127,100,67,13,-1,23,24,50,93,148,190,202,199,163,118,69,35,55,34,42,37,41,51,67,67,63,63,62,63,0.00351812871371616,male
SE_Lun_15_14,SE_Lun,Sweden,Lund,2015/08/24,55.694,13.198,spring,pooled,Europe,DrosEU,40,SRR8439156,SRX5246552,HiSeq X Ten,Jessica_Abbott,wild,2015,236,SWE00137534,15.7543377970708,0.16,0.01,0.03,0.03,0,0.01,0.02,Keep,79,61,26,6160,202,-27,229,153,25,160,5,645,67,34,22,197,113,185,152,-23,-27,-8,24,72,112,131,127,100,67,13,-1,23,24,50,93,148,190,202,199,163,118,69,35,55,34,42,37,41,51,67,67,63,63,62,63,0.00339083671154659,male
SE_Lun_15_15,SE_Lun,Sweden,Lund,2015/08/08,55.694,13.198,spring,pooled,Europe,DrosEU,40,SRR8439151,SRX5246557,HiSeq X Ten,Jessica_Abbott,wild,2015,220,SWE00137534,15.7543377970708,0.09,0.01,0,0.01,0.01,0.01,0.01,Keep,79,61,26,6160,202,-27,229,153,25,160,5,645,67,34,22,197,113,185,152,-23,-27,-8,24,72,112,131,127,100,67,13,-1,23,24,50,93,148,190,202,199,163,118,69,35,55,34,42,37,41,51,67,67,63,63,62,63,0.00334249484445424,male
SIM,w501,w501,w501,NA,NA,NA,NA,inbred_line,NA,dgn,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.02,0.03,0.03,0.5,0.01,0,Keep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
SP,SP,South Africa,Phalaborwa,2010/7,-23.94,31.14,NA,inbred_line,Africa,dgn,30,NA,NA,NA,R._Corbett-Detig,NA,2010,NA,MZM00067331,113.108754094042,0.44,0.29,0.01,0.02,0.06,0,0.01,Keep,221,128,57,3111,318,94,224,256,177,256,177,544,104,4,78,285,19,285,19,206,202,193,164,126,94,99,116,145,166,184,195,318,309,299,287,269,247,247,263,285,289,301,312,104,89,73,27,15,4,9,6,20,37,68,92,NA,female
T,T,Australia,Sorell TAS,2004,-42.77,147.56,NA,inbred_line,Australia,dgn,18,NA,NA,NA,Hoffmann,NA,2004,NA,ASN00094008,8.47958780013069,0,0.15,0.14,0,0,0,0.08,Keep,124,93,51,3022,220,40,180,135,150,162,84,582,61,38,14,172,126,129,145,114,114,104,85,65,46,40,44,56,71,87,102,220,219,204,178,148,125,121,131,149,169,185,200,47,38,44,44,48,38,54,53,44,56,55,61,NA,female
TR_Yes_14_03,TR_Yes,Turkey,Yesiloz,2014/08/31,40.231444,32.260328,spring,pooled,Europe,DrosEU,40,SRR5647749,SRX2885359,NextSeq 500,Banu_Sebnem_Onder,wild,2014,243,TUM00017130,61.6148065349829,0.15,0.06,0.04,0.03,0,0.01,0.09,Exclude,118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61,0.0618858812279199,male
TR_Yes_14_04,TR_Yes,Turkey,Yesiloz,2014/10/23,40.231444,32.260328,fall,pooled,Europe,DrosEU,40,SRR5647748,SRX2885360,NextSeq 500,Banu_Sebnem_Onder,wild,2014,296,TUM00017130,61.6148065349829,0.16,0.01,0.03,0.03,0.01,0.01,0.13,Exclude,118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61,0.00591558011546428,male
TR_Yes_15_3,TR_Yes,Turkey,Yesiloz,2015/05/01,40.231444,32.260328,spring,pooled,Europe,DrosEU,40,SRR8439113,SRX5246594,HiSeq X Ten,Banu_Sebnem_Onder,wild,2015,121,TUM00017130,61.6148065349829,0.11,0.01,0,0.01,0,0.01,0.04,Keep,118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61,0.00344662970876399,male
TR_Yes_15_4,TR_Yes,Turkey,Yesiloz,2015/06/01,40.231444,32.260328,spring,pooled,Europe,DrosEU,40,SRR8439111,SRX5246597,HiSeq X Ten,Banu_Sebnem_Onder,wild,2015,152,TUM00017130,61.6148065349829,0.2,0.01,0.04,0.03,0,0.01,0.08,Keep,118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61,0.0037160368051808,male
TR_Yes_15_5,TR_Yes,Turkey,Yesiloz,2015/07/28,40.231444,32.260328,spring,pooled,Europe,DrosEU,40,SRR8439110,SRX5246598,HiSeq X Ten,Banu_Sebnem_Onder,wild,2015,209,TUM00017130,61.6148065349829,0.19,0.02,0.03,0.03,0,0.01,0.13,Keep,118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61,0.00343344518596879,male
TR_Yes_15_6,TR_Yes,Turkey,Yesiloz,2015/08/27,40.231444,32.260328,spring,pooled,Europe,DrosEU,40,SRR8439109,SRX5246599,HiSeq X Ten,Banu_Sebnem_Onder,wild,2015,239,TUM00017130,61.6148065349829,0.31,0.01,0.09,0.03,0,0.01,0.05,Keep,118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61,0.00337939365111889,male
TR_Yes_15_7,TR_Yes,Turkey,Yesiloz,2015/09/17,40.231444,32.260328,fall,pooled,Europe,DrosEU,40,SRR8439108,SRX5246600,HiSeq X Ten,Banu_Sebnem_Onder,wild,2015,260,TUM00017130,61.6148065349829,0.11,0.04,0.01,0.02,0.02,0.01,0.06,Keep,118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61,0.0777065026415113,male
TR_Yes_15_8,TR_Yes,Turkey,Yesiloz,2015/10/15,40.231444,32.260328,fall,pooled,Europe,DrosEU,40,SRR8439107,SRX5246601,HiSeq X Ten,Banu_Sebnem_Onder,wild,2015,288,TUM00017130,61.6148065349829,0.16,0.01,0.04,0.02,0,0.01,0.07,Keep,118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61,0.00338917863374584,male
TR_Yes_16_39,TR_Yes,Turkey,Yesiloz TR13,2016/05/26,40.231444,32.260328,spring,pooled,Europe,DrosEU,40,SRR8494467,SRX5299000,HiSeq X Ten,Banu_Onder,wild,2016,147,TUM00017130,61.6148065349829,0.15,0.02,0.05,0.02,0,0.01,0.1,Keep,118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61,0.0040909603943453,male
TR_Yes_16_40,TR_Yes,Turkey,Yesiloz TR14,2016/06/25,40.231444,32.260328,spring,pooled,Europe,DrosEU,40,SRR8494465,SRX5299002,HiSeq X Ten,Banu_Onder,wild,2016,177,TUM00017130,61.6148065349829,0.09,0.02,0.02,0.02,0,0.01,0.1,Keep,118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61,0.00404192771593276,male
TR_Yes_16_41,TR_Yes,Turkey,Yesiloz TR15,2016/07/27,40.231444,32.260328,spring,pooled,Europe,DrosEU,40,SRR8494464,SRX5299003,HiSeq X Ten,Banu_Onder,wild,2016,209,TUM00017130,61.6148065349829,0.12,0.02,0.04,0.02,0,0.01,0.12,Keep,118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61,0.0404581198227914,male
TR_Yes_16_42,TR_Yes,Turkey,Yesiloz TR16,2016/08/24,40.231444,32.260328,spring,pooled,Europe,DrosEU,40,SRR8494463,SRX5299004,HiSeq X Ten,Banu_Onder,wild,2016,237,TUM00017130,61.6148065349829,0.24,0.01,0.12,0.02,0,0.02,0.11,Keep,118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61,0.00412197020700284,male
TR_Yes_16_43,TR_Yes,Turkey,Yesiloz TR17,2016/09/27,40.231444,32.260328,fall,pooled,Europe,DrosEU,40,SRR8494468,SRX5298999,HiSeq X Ten,Banu_Onder,wild,2016,271,TUM00017130,61.6148065349829,0.24,0.02,0.07,0.02,0,0.01,0.14,Keep,118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61,0.00386184416890171,male
TR_Yes_16_52,TR_Yes,Turkey,Yesiloz TR18,2016/10/13,40.231444,32.260328,fall,pooled,Europe,DrosEU,40,SRR8494423,SRX5299044,HiSeq X Ten,Banu_Onder,wild,2016,287,TUM00017130,61.6148065349829,0.15,0.02,0.03,0.03,0,0.01,0.09,Keep,118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61,0.00708886714452111,male
UA_Che_14_28,UA_Che,Ukraine,Chornobyl (Cooling pond),2014/09/13,51.37330556,30.13830556,fall,pooled,Europe,DrosEU,40,SRR5647733,SRX2885375,NextSeq 500,Iryna_Kozeretska,wild,2014,256,UPM00033231,19.8965020744572,0.27,0.08,0.04,0.01,0,0.01,0.02,Keep,75,84,24,9054,247,-90,337,186,-35,186,-45,620,87,34,32,233,108,233,120,-90,-79,-34,38,94,127,139,130,87,39,-6,-51,-30,-14,38,133,204,236,247,239,188,119,43,-1,40,34,34,45,50,80,87,66,51,40,47,46,0.00336382926321107,male
UA_Che_14_29,UA_Che,Ukraine,Chornobyl Yaniv,2014/09/13,51.38691667,30.07330556,fall,pooled,Europe,DrosEU,40,SRR5647734,SRX2885374,NextSeq 500,Iryna_Kozeretska,wild,2014,256,UPM00033231,19.8965020744572,0.23,0.1,0.04,0.03,0,0.03,0.02,Keep,74,84,24,9065,246,-91,337,185,-36,185,-45,621,88,33,33,236,107,236,119,-91,-80,-35,37,93,127,138,129,86,38,-7,-51,-30,-15,37,132,203,236,246,239,188,119,43,-1,40,34,33,45,50,81,88,67,51,40,47,45,0.00334101455548617,male
UA_Che_14_47,UA_Che,Ukraine,Chornobyl Applegarden,2014/09/13,51.27263889,30.22136111,fall,pooled,Europe,DrosEU,40,SRR5647731,SRX2885377,NextSeq 500,Svitlana_Serga,wild,2014,256,UPM00033231,19.8965020744572,0.15,0.05,0.11,0.03,0,0.02,0.08,Exclude,75,84,25,9055,247,-89,336,187,-34,187,-44,619,86,34,31,232,110,232,122,-89,-78,-33,39,95,129,140,131,88,40,-6,-50,-29,-13,39,134,204,237,247,240,189,120,44,-1,41,35,34,45,50,80,86,66,50,39,47,46,0.00490030921194531,male
UA_Che_14_48,UA_Che,Ukraine,Chornobyl Polisske,2014/09/13,51.27888889,29.39438889,fall,pooled,Europe,DrosEU,35,SRR5647742,SRX2885366,NextSeq 500,Svitlana_Serga,wild,2014,256,UPM00033231,19.8965020744572,0.29,0.04,0.02,0.01,0,0.02,0.05,Exclude,74,85,25,8942,245,-90,335,183,-35,183,-44,627,91,33,34,241,105,241,116,-90,-79,-35,35,90,124,136,127,86,38,-6,-51,-29,-13,38,132,201,235,245,238,188,119,44,-1,39,33,33,46,52,81,91,69,52,40,47,44,0.00544084798258821,male
UA_Cho_15_24,UA_Cho,Ukraine,Chornobyl Applegarden (New),2015/08/20,51.279245,30.213118,spring,pooled,Europe,DrosEU,40,SRR8439132,SRX5246576,HiSeq X Ten,Svitlana_Serga,wild,2015,232,UPM00033231,9.8139450172017,0.18,0.03,0.06,0.04,0,0.02,0.02,Keep,75,84,25,9055,247,-89,336,187,-34,187,-44,619,86,34,31,232,110,232,122,-89,-78,-33,39,95,129,140,131,88,40,-6,-50,-29,-13,39,134,204,237,247,240,189,120,44,-1,41,35,34,45,50,80,86,66,50,39,47,46,0.00334482991631233,male
UA_Cho_15_25,UA_Cho,Ukraine,Chornobyl Applegarden (New),2015/06/15,51.279245,30.213118,spring,pooled,Europe,DrosEU,40,SRR8439133,SRX5246575,HiSeq X Ten,Svitlana_Serga,wild,2015,166,UPM00033231,9.8139450172017,0.12,0.03,0.02,0.01,0,0.04,0.05,Keep,75,84,25,9055,247,-89,336,187,-34,187,-44,619,86,34,31,232,110,232,122,-89,-78,-33,39,95,129,140,131,88,40,-6,-50,-29,-13,39,134,204,237,247,240,189,120,44,-1,41,35,34,45,50,80,86,66,50,39,47,46,0.00346776036235317,male
UA_Cho_15_26,UA_Cho,Ukraine,Chornobyl Kopachi,2015/08/26,51.3352,30.136179,spring,pooled,Europe,DrosEU,40,SRR8439134,SRX5246574,HiSeq X Ten,Iryna_Kozeretska,wild,2015,238,UPM00033231,9.8139450172017,0.23,0.11,0.05,0.01,0.01,0.01,0.01,Keep,75,84,24,9054,247,-90,337,186,-35,186,-45,620,87,34,32,233,108,233,120,-90,-79,-34,38,94,127,139,130,87,39,-6,-51,-30,-14,38,133,204,236,247,239,188,119,43,-1,40,34,34,45,50,80,87,66,51,40,47,46,0.00411759351826055,male
UA_Cho_15_27,UA_Cho,Ukraine,Chornobyl Yaniv,2015/08/26,51.38691667,30.07330556,spring,pooled,Europe,DrosEU,40,SRR8439135,SRX5246573,HiSeq X Ten,Iryna_Kozeretska,wild,2015,238,UPM00033231,9.8139450172017,0.21,0.07,0.02,0.01,0,0.04,0,Keep,74,84,24,9065,246,-91,337,185,-36,185,-45,621,88,33,33,236,107,236,119,-91,-80,-35,37,93,127,138,129,86,38,-7,-51,-30,-15,37,132,203,236,246,239,188,119,43,-1,40,34,33,45,50,81,88,67,51,40,47,45,0.00322869357714114,male
